counts,value,time
0,2.896,2.471245288848877
0,0.792,5.366879224777222
1,0.792,25.17526650428772
0,0.721,6.158462285995483
0,0.808,6.879297494888306
1,0.808,15.663246154785156
0,0.688,7.687206268310547
0,0.768,8.37524938583374
1,0.768,22.303044080734253
2,0.768,27.37494969367981
0,0.752,9.143246173858643
1,0.752,17.903236389160156
0,0.72,9.89519214630127
1,0.72,10.615246534347534
2,0.72,12.007217645645142
3,0.72,12.726806163787842
0,0.672,11.33525037765503
0,0.696,13.447219848632812
0,0.784,14.143001317977905
1,0.784,21.51933479309082
0,0.736,14.927085876464844
1,0.736,28.14307951927185
2,0.736,28.878928422927856
0,0.704,16.470926523208618
0,0.728,17.175008296966553
1,0.728,20.79097080230713
0,1.192,18.65505051612854
0,0.944,19.846891403198242
0,0.648,23.07125186920166
0,0.68,23.719260215759277
0,0.776,24.39923095703125
0,1.408,25.967256784439087
0,0.2,
0,0.3,
0,0.4,
0,0.5,
0,0.6,
0,0.7,
0,0.8,
0,0.9,
0,1.0,
0,1.1,
0,1.2,
