counts,value,time
0,0.655,1.1855897903442383
0,0.721,1.840207576751709
0,0.752,2.560750722885132
1,0.752,21.560587882995605
0,0.72,3.3127527236938477
1,0.72,9.144515037536621
2,0.72,10.607938289642334
0,0.727,4.032506465911865
1,0.727,14.249471426010132
2,0.727,26.697436094284058
0,0.713,4.759833812713623
0,0.735,5.4732584953308105
1,0.735,6.208696603775024
0,0.744,6.944127321243286
1,0.744,9.864351034164429
2,0.744,15.704402685165405
3,0.744,17.152109146118164
0,0.711,7.68857741355896
0,0.745,8.399890184402466
0,0.728,11.328055143356323
1,0.728,14.976074695587158
2,0.728,22.31294536590576
3,0.728,23.760161638259888
4,0.728,24.48820996284485
5,0.728,27.424694299697876
0,0.736,12.056049585342407
1,0.736,28.152593851089478
0,0.76,12.791898488998413
0,0.698,13.551887035369873
0,0.704,16.4483003616333
0,0.776,17.896052598953247
0,0.705,18.672181129455566
0,0.729,19.376716136932373
0,0.767,20.105231046676636
0,0.688,20.872618675231934
0,0.719,23.040720462799072
1,0.719,25.216163635253906
0,0.762,25.935633420944214
0,0.712,28.88887047767639
0,0.2,
0,0.3,
0,0.4,
0,0.5,
0,0.6,
0,0.7,
0,0.8,
0,0.9,
0,1.0,
0,1.1,
0,1.2,
